questionLabel,prob,surveyIssued,Q
QF1_1,0.025882352941176467,2020-05-11,QF1
QF1_2,0.17235294117647054,2020-05-11,QF1
QF1_3,0.2741176470588235,2020-05-11,QF1
QF1_4,0.2611764705882353,2020-05-11,QF1
QF1_5,0.1664705882352941,2020-05-11,QF1
QF1_6,0.07058823529411765,2020-05-11,QF1
QF1_7,0.029411764705882356,2020-05-11,QF1
